patch_id,row,col,x_min,y_min,x_max,y_max,overlap_count,total_images_processed,total_regions
12,2,2,0.4,0.4,0.6,0.6,1278.0,1300,1300
7,1,2,0.4,0.2,0.6,0.4,1244.0,1300,1300
17,3,2,0.4,0.6,0.6,0.8,1241.0,1300,1300
11,2,1,0.2,0.4,0.4,0.6,1220.0,1300,1300
13,2,3,0.6,0.4,0.8,0.6,1219.0,1300,1300
8,1,3,0.6,0.2,0.8,0.4,1192.0,1300,1300
6,1,1,0.2,0.2,0.4,0.4,1189.0,1300,1300
16,3,1,0.2,0.6,0.4,0.8,1188.0,1300,1300
18,3,3,0.6,0.6,0.8,0.8,1183.0,1300,1300
22,4,2,0.4,0.8,0.6,1.0,930.0,1300,1300
2,0,2,0.4,0.0,0.6,0.2,903.0,1300,1300
21,4,1,0.2,0.8,0.4,1.0,896.0,1300,1300
23,4,3,0.6,0.8,0.8,1.0,893.0,1300,1300
3,0,3,0.6,0.0,0.8,0.2,880.0,1300,1300
1,0,1,0.2,0.0,0.4,0.2,872.0,1300,1300
10,2,0,0.0,0.4,0.2,0.6,786.0,1300,1300
15,3,0,0.0,0.6,0.2,0.8,777.0,1300,1300
5,1,0,0.0,0.2,0.2,0.4,772.0,1300,1300
14,2,4,0.8,0.4,1.0,0.6,761.0,1300,1300
9,1,4,0.8,0.2,1.0,0.4,751.0,1300,1300
19,3,4,0.8,0.6,1.0,0.8,743.0,1300,1300
20,4,0,0.0,0.8,0.2,1.0,627.0,1300,1300
0,0,0,0.0,0.0,0.2,0.2,611.0,1300,1300
24,4,4,0.8,0.8,1.0,1.0,605.0,1300,1300
4,0,4,0.8,0.0,1.0,0.2,596.0,1300,1300
